id,id-new,genreNo,favorite,songName_text,songDetail_text,songSubtitle_text,starMax,combinedTier,combinedTierUra,clearTier,dfcTier,clearTierUra,dfcTierUra,date,debut,source,volume,replaygain,order,starEasy,starNormal,starHard,starMania,starUra,shinutiEasy,shinutiNormal,shinutiHard,shinutiMania,shinutiUra,shinutiEasyDuet,shinutiNormalDuet,shinutiHardDuet,shinutiManiaDuet,shinutiUraDuet,scoreEasy,scoreNormal,scoreHard,scoreMania,scoreUra,branchEasy,branchNormal,branchHard,branchMania,branchUra,songName_font,songDetail_font,songSubtitle_font,previewPos,fumenOffsetPos,tjaFileHash,areFilesGZipped,uniqueId,songFileName
mmb,,0,False,The Impression That I Get,The Impression That I Get,,0,0.0,0.0,,,,,2004-10-26,TDM,MISSING,0.0,0.0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_mmb
loco,,0,False,The Loco-Motion,The Loco-Motion,,0,0.0,0.0,,,,,2004-10-26,TDM,MISSING,0.0,0.0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_loco
tox,,0,False,Toxic,Toxic,,0,0.0,0.0,,,,,2005-07-05,AC7,MISSING,0.0,0.0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_tox
tub,,0,False,Tubthumping,Tubthumping,,0,0.0,0.0,,,,,2004-10-26,TDM,MISSING,0.0,0.0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_tub
hurry,,0,False,You Can't Hurry Love,You Can't Hurry Love,,0,0.0,0.0,,,,,2004-10-26,TDM,MISSING,0.0,0.0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_hurry
kjncry,,0,False,survival dAnce,survival dAnce,Kanjani∞ Limited,0,0.0,0.0,,,,,2013-08-31,AC0 Sorairo,MISSING,0.0,0.0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_kjncry
kjaopn,,0,False,あおっぱな,Aoppana,Kanjani∞ Limited,0,0.0,0.0,,,,,2013-08-31,AC0 Sorairo,MISSING,0.0,0.0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_kjaopn
or3,,0,False,お願い！セニョリータ,please! senorita,,0,0.0,0.0,,,,,2005-12-08,CS6,MISSING,0.0,0.0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_or3
k2mei,,0,False,さくら(ケツメイシ),Sakura (Ketsumeishi),,0,0.0,0.0,,,,,2005-12-08,CS6,MISSING,0.0,0.0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_k2mei
kjero7,,0,False,エロティカ・セブン,erotica seven,Kanjani∞ Limited,0,0.0,0.0,,,,,2013-08-31,AC0 Sorairo,MISSING,0.0,0.0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_kjero7
kjsurv,,0,False,サバイバル,survival,Kanjani∞ Limited,0,0.0,0.0,,,,,2013-08-31,AC0 Sorairo,MISSING,0.0,0.0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_kjsurv
kjthrl,,0,False,スリル,thrill,Kanjani∞ Limited,0,0.0,0.0,,,,,2013-08-31,AC0 Sorairo,MISSING,0.0,0.0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_kjthrl
kjzuru,,0,False,ズルい女,cheating woman,Kanjani∞ Limited,0,0.0,0.0,,,,,2013-08-31,AC0 Sorairo,MISSING,0.0,0.0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_kjzuru
tamrev,,0,False,タマシイレボリューション,Tamashii Revolution,,0,0.0,0.0,,,,,2010-12-02,Wii3,MISSING,0.0,0.0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_tamrev
umroad,,0,False,チャンピオンロード,Champion Road,,0,0.0,0.0,,,,,2017-07-25,iOS/AR,MISSING,0.0,0.0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_umroad
champi,,0,False,チャンピオーネ,champion,,0,0.0,0.0,,,,,2006-12-07,CS7,MISSING,0.0,0.0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_champi
tbs,,0,False,ツバサ,Tsubasa,,0,0.0,0.0,,,,,2005-07-05,AC7,MISSING,0.0,0.0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_tbs
RIP_deepc,,0,False,ディープ・クレンジング SU(from RIP SLYME),Deep Cleansing SU(from RIP SLYME),,0,0.0,0.0,,,,,2010-07-07,iOS,MISSING,0.0,0.0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_RIP_deepc
2honno,,0,False,ニホンノミカタ -ネバダカラキマシタ-,Japanese Nomikata -Nevada Karakimashita-,,0,0.0,0.0,,,,,2009-07-14,AC12.5,MISSING,0.0,0.0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_2honno
neo,,0,False,ネオメロドラマティック,neo melodramatic,,0,0.0,0.0,,,,,2005-08-04,PSP1,MISSING,0.0,0.0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_neo
part2,,0,False,プレイバックPart2,Playback Part 2,,0,0.0,0.0,,,,,2004-12-09,CS5,MISSING,0.0,0.0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_part2
holond,,0,False,ホロメン音頭,Holomen Ondo,,0,0.0,0.0,,,,,2022-10-20,Nijiiro,MISSING,0.0,0.0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_holond
kyunds,,0,False,ポケットからきゅんです！,It's from my pocket!,,0,0.0,0.0,,,,,2021-03-10,iOS/AR,MISSING,0.0,0.0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_kyunds
young,ymca,0,False,ヤングマン (Y.M.C.A),Young Man (Y.M.C.A),,0,0.0,0.0,,,,,2002-12-12,AC4,MISSING,0.0,0.0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_young
or2,,0,False,ロコローション,loco lotion,,0,0.0,0.0,,,,,2005-07-05,AC7,MISSING,0.0,0.0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_or2
ama,,0,False,亜麻色の髪の乙女,flaxen-haired maiden,,0,0.0,0.0,,,,,2002-12-12,AC4,MISSING,0.0,0.0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_ama
hanawa,,0,False,伝説の男 ～ビバ・ガッツ～,The Legendary Man ~Viva Guts~,,0,0.0,0.0,,,,,2004-12-09,CS5,MISSING,0.0,0.0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_hanawa
hatu51,,0,False,初恋列車,first love train,,0,0.0,0.0,,,,,2005-07-05,AC7,MISSING,0.0,0.0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_hatu51
kjnamo,,0,False,名もなき詩,nameless poem,Kanjani∞ Limited,0,0.0,0.0,,,,,2013-08-31,AC0 Sorairo,MISSING,0.0,0.0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_kjnamo
taikib,,0,False,大器晩成,large late bloomer,,0,0.0,0.0,,,,,2017-04-28,iOS/AR,MISSING,0.0,0.0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_taikib
yoi87b,,0,False,宵花火,Evening fireworks,,0,0.0,0.0,,,,,2023-03-28,iOS/AR,MISSING,0.0,0.0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_yoi87b
kjmon8,,0,False,小さな恋のうた,a small love song,Kanjani∞ Limited,0,0.0,0.0,,,,,2013-08-31,AC0 Sorairo,MISSING,0.0,0.0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_kjmon8
tubomi,,0,False,恋のつぼみ,bud of love,,0,0.0,0.0,,,,,2006-12-07,CS7,MISSING,0.0,0.0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_tubomi
fuga,,0,False,恋のフーガ,love fugue,,0,0.0,0.0,,,,,2005-07-05,AC7,MISSING,0.0,0.0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_fuga
shunka,,0,False,春夏秋冬,spring summer fall winter,,0,0.0,0.0,,,,,2010-07-01,DS3,MISSING,0.0,0.0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_shunka
tokino,,0,False,時の足音,footsteps of time,,0,0.0,0.0,,,,,2009-06-23,AC12 Asian,MISSING,0.0,0.0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_tokino
mi,,0,False,未来の地図,future map,,0,0.0,0.0,,,,,2005-07-05,AC7,MISSING,0.0,0.0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_mi
kjwalk,,0,False,歩いていこう(JUN SKY WALKER(S)),Let's walk (JUN SKY WALKER(S)),Kanjani∞ Limited,0,0.0,0.0,,,,,2013-08-31,AC0 Sorairo,MISSING,0.0,0.0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_kjwalk
55t,,0,False,気がつけば あなた,"If you notice it, you",,0,0.0,0.0,,,,,2005-12-08,CS6,MISSING,0.0,0.0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_55t
kj168,,0,False,浪花いろは節,Naniwa Iroha Bushi,Kanjani∞ Limited,0,0.0,0.0,,,,,2013-08-31,AC0 Sorairo,MISSING,0.0,0.0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_kj168
nada,,0,False,涙そうそう,I'm about to cry,,0,0.0,0.0,,,,,2006-03-23,AC8,MISSING,0.0,0.0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_nada
hitomi,,0,False,瞳をとじて,Close your eyes,,0,0.0,0.0,,,,,2004-12-09,CS5,MISSING,0.0,0.0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_hitomi
glas,,0,False,硝子の少年,glass boy,,0,0.0,0.0,,,,,2005-07-05,AC7,MISSING,0.0,0.0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_glas
yuzu2,,0,False,超特急,Super Express,,0,0.0,0.0,,,,,2006-03-23,AC8,MISSING,0.0,0.0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_yuzu2
sask,,0,False,青いベンチ,blue bench,,0,0.0,0.0,,,,,2005-07-05,AC7,MISSING,0.0,0.0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_sask
sango,,0,False,青い珊瑚礁,blue coral reef,,0,0.0,0.0,,,,,2004-07-15,AC6,MISSING,0.0,0.0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,0,0,0,,False,,song_sango
gdmtb,,1,False,Groovy Duel,Mobile Suit Gundam Thunderbolt,Naruyoshi Kikuchi,10,7.0,0.0,Weak,B,,,2017-11-08,Yellow,iOS/AR,1.0,-5.05,456,3,5,7,10,0,11590,5320,3380,1520,0,11590,5310,3380,1520,0,1000450,1001600,1001120,1003400,0,False,False,False,False,False,1,1,1,1800,0,0,False,1154,song_gdmtb
xb1_weare0,"weare,weare0",1,False,We Are!,One Piece,Hiroshi Kitadani,10,3.25,3.25,,,Weak,E,2011-11-23,Wii4,XB1,1.0,0.0,457,3,4,5,6,10,10560,6700,3380,2920,1200,500,500,500,500,500,1000740,1000800,1002720,1002380,1002100,False,False,False,False,False,1,1,1,31588,0,0,False,1,song_xb1_weare0
otoppe,,1,False,Uki-uki Otoppe,Otoppe,Kuno Misaki,9,0.0,0.0,,,,,2019-04-25,Green,Nijiiro,1.0,-6.25,458,1,1,4,9,0,26960,16900,5180,1840,0,26950,16890,5180,1840,0,1000320,1000500,1000860,1002800,0,False,False,False,False,False,1,1,1,19890,20,0,False,533,song_otoppe
kmbaby,,1,False,Kill Me no Baby!,Kill Me Baby,EXPO,9,0.0,0.0,,,,,2012-07-25,KATSU-DON,PS4,1.0,-7.06,459,4,5,8,9,0,7220,4520,2030,1670,0,7220,4520,2030,1670,0,1001160,1000400,1002530,1000520,0,False,False,False,False,False,1,1,1,13850,20,0,False,872,song_kmbaby
44036405,,1,False,Umapyoi Densetsu,Uma Musume Pretty Derby,Uma Musume Cast,9,0.0,0.0,,,,,2023-09-20,Nijiiro,TJA,1.0,0.0,460,3,5,6,7,9,6880,3160,2320,1760,1210,7042,3215,2380,1831,1557,1000140,1002520,1000080,1000620,1001350,False,False,False,False,False,1,1,1,65960,0,44036405,False,,song_44036405
ohdmi2,,1,False,Mixed nuts -Cover-,SPY×FAMILY,Official HIGE DANdism,9,0.0,0.0,,,,,2022-07-27,Nijiiro,NS2,0.71,-3.29,461,2,4,5,7,9,12220,7960,4700,2390,1670,12220,7960,4700,2390,1670,1000220,1000140,1000400,1000380,1003100,False,False,False,False,False,1,1,1,52202,0,0,False,2065,song_ohdmi2
dmp31k,,1,False,Psi Desu I LIKE YOU,The Disastrous Life of Saiki K.,Dempagumi.inc,9,0.0,0.0,,,,,2016-11-10,3DS3,3DS3,1.0,-8.57,462,5,7,7,9,0,5560,4110,2760,1900,0,5560,4110,2760,1900,0,1001340,1000820,1000600,1000200,0,False,False,False,False,False,1,1,1,55120,-20,0,False,1592,song_dmp31k
94594111,friere,1,False,Yuusha,Frieren: Beyond Journey's End,YOASOBI,9,0.0,0.0,,,,,2023-12-13,Nijiiro,TJA,1.0,0.0,463,2,3,5,7,9,13157,8196,4672,2824,1545,13157,8196,4672,2824,1545,1000000,1000000,1000000,1000000,1000000,False,False,False,False,False,1,1,1,58861,0,94594111,False,1,song_94594111
tank,extank,1,False,Yawaraka Sensha,Livedoor,Rareko,9,0.0,0.0,,,,,2006-12-07,CS7,Nijiiro,1.0,-6.25,464,3,5,6,6,9,6730,5180,2900,2050,1130,6730,5180,2900,2050,1130,1000440,1001840,1000000,1003500,1004570,False,False,False,False,False,1,1,1,14519,20,0,False,684,song_tank
maidra,,1,False,Aozora No RHAPSODY,Miss Kobayashi's Dragon Maid,Fhána,9,0.0,0.0,,,,,2017-08-08,Yellow,NS1,1.0,-7.65,465,3,4,5,8,9,16470,12030,4030,1960,2060,16470,12030,4030,1960,2060,1000400,1000060,1000750,1003500,1001160,False,False,False,False,False,1,1,1,51807,0,0,False,976,song_maidra
ashibe,,1,False,Smile! Smile! Smile!,Shounen Ashibe GO! GO! Goma-chan,Yuka Ozaki,9,0.0,0.0,,,,,2020-09-16,Nijiiro,Nijiiro,1.0,-7.77,466,2,2,4,5,9,24320,17480,8670,6030,3350,24320,17480,8670,6030,3350,1000320,1000060,1000550,1000050,1000500,False,False,False,False,False,1,1,1,29949,20,0,False,71,song_ashibe
sanpo,exsanp,1,False,Sanpo,My Neighbor Totoro,Azumi Inoue,9,0.0,0.0,,,,,2010-12-02,Wii3,Nijiiro,1.0,-7.44,467,1,1,4,5,9,11400,9260,3970,2660,1230,11400,9250,3960,2640,1230,1000500,1001020,1002030,1003060,1003680,False,False,False,False,False,1,1,1,22216,20,0,False,614,song_sanpo
hsgirl,,1,False,New Stranger,Hi Score Girl,sora tob sakana,8,0.0,0.0,,,,,2019-01-24,PS4,PS4,1.0,-7.16,468,4,6,7,8,0,7290,4120,3230,2160,0,7300,4120,3230,2160,0,1000240,1000540,1000140,1003680,0,False,False,False,False,False,1,1,1,56528,20,0,False,864,song_hsgirl
anochu,,1,False,"Chu, Tayousei.",CHAINSAW MAN,ano,8,0.0,0.0,,,,,2023-09-07,NS2,NS2,1.0,-7.46,469,3,4,5,8,0,11040,6270,3190,2130,0,10980,6240,3170,2120,1000,1000800,1000460,1002980,1002840,0,False,False,False,False,False,1,1,1,63740,0,0,False,5014,song_anochu
rakisu,,1,False,Motteke! Sailor Fuku,Lucky Star,Akira Kamimae,8,0.0,0.0,,,,,2007-07-26,AC10,AC0,1.0,-9.73,470,3,6,7,8,0,8740,5390,3250,2040,0,8740,5390,3250,2040,0,1000360,1000050,1001550,1001800,0,False,False,False,False,False,1,1,1,1749,0,0,False,1452,song_rakisu
turing,,1,False,Turing Love,"Science Fell in Love, So I Tried to Prove It",NayutalieN feat. Sou / Nanawo Akari,8,0.0,0.0,,,,,2021-06-30,Nijiiro,Nijiiro,1.0,-7.22,471,2,5,6,8,0,11280,6000,3240,2340,0,11280,6000,3240,2330,1000,1000440,1000400,1002480,1003340,0,False,False,False,False,False,1,1,1,42310,20,0,False,1,song_turing
gegeg2,,1,False,Gegege no Kitaro,Gegege no Kitaro (6th Series),Kiyoshi Hikawa,10,9.5,9.5,,,Moderate,B,2019-06-27,Green,Nijiiro,1.0,-5.67,472,1,1,1,2,10,18820,12940,10480,6400,2550,18820,12940,10480,6380,2550,1000260,1000180,1000600,1000700,1003300,False,False,False,False,False,1,1,1,16384,20,0,False,233,song_gegeg2
ultorb,,1,False,Orb no Inori,Ultraman Orb,Ichiro Mizuki,10,4.5,0.0,Weak,D,,,2016-08-01,iOS/AR,Nijiiro,1.0,-8.04,473,3,5,6,10,0,6580,3790,2090,940,0,6590,3790,2080,940,0,1000220,1000520,1004320,1009580,0,False,False,False,False,False,1,1,1,57134,20,0,False,752,song_ultorb
ultx,,1,False,Ultraman X,Ultraman X,Voyager feat. Daichi Ozora,10,12.75,12.75,,,Strong,A,2015-07-01,AC0 Murasaki,Nijiiro,1.0,-7.27,474,1,3,5,7,10,15340,6770,3000,1790,970,15340,6760,3000,1780,970,1000260,1001150,1000300,1003480,1006050,False,False,False,False,False,1,1,1,42287,20,0,False,753,song_ultx
diveto,,1,False,DIVE TO WORLD,Hitman Reborn!,CHERRYBLOSSOM,9,0.0,0.0,,,,,2008-03-18,AC11,iOS/AR,1.0,-7.39,475,3,5,5,9,0,7290,4970,3610,1890,0,7290,4970,3610,1890,0,1001230,1001870,1002370,1002700,0,False,False,False,False,False,1,1,1,56520,0,0,False,1147,song_diveto
aikatu,,1,False,Diamond Happy,Aikatsu!,"Waka, Fuuri, Sunao (STAR☆ANIS)",9,0.0,0.0,,,,,2013-07-11,AC0 Sorairo,WiiU1,1.0,-7.76,476,2,3,5,6,9,13790,9440,5130,4000,2080,13820,9470,5140,4000,2070,1000180,1000300,1001890,1001200,1004540,False,False,False,False,False,1,1,1,2111,0,0,False,1318,song_aikatu
godea4,,1,False,Feed A,God Eater,OLDCODEX,9,0.0,0.0,,,,,2015-08-05,AC0 Murasaki,PS Vita,1.0,-8.03,477,4,6,7,9,0,10130,7680,4130,1640,0,10130,7680,4130,1640,0,1000440,1000420,1000570,1005320,0,False,False,False,False,False,1,1,1,59885,0,0,False,1112,song_godea4
godkno,,1,False,God knows...,The Melancholy of Haruhi Suzumiya,Aya Hirano,9,0.0,0.0,,,,,2020-06-09,Nijiiro,Nijiiro,1.0,-6.5,478,3,4,4,7,9,9520,5090,2970,1700,1050,9520,5090,2970,1690,1040,1000480,1000560,1000670,1003800,1007200,False,False,False,False,False,1,1,1,52093,20,0,False,251,song_godkno
haiky2,,1,False,Hikari Are,Haikyuu!! Karasuno vs Shiratorizawa,Burnout Syndromes,9,0.0,0.0,,,,,2016-12-20,Red,Nijiiro,1.0,-7.77,479,3,5,6,9,0,8860,5010,2930,1570,0,8860,5000,2920,1560,0,1000820,1001880,1003330,1006130,0,False,False,False,False,False,1,1,1,33127,20,0,False,269,song_haiky2
mcrd1d,,1,False,Ichido Dake Koi Nara,Macross Delta,Walküre,9,0.0,0.0,,,,,2016-04-27,White,AC0,1.0,-6.13,480,3,5,5,7,9,8730,5040,3470,2450,1840,8730,5040,3470,2450,1840,1000520,1001320,1001490,1001850,1000720,False,False,False,False,False,1,1,1,56862,0,0,False,1426,song_mcrd1d
yugio2,yugio,1,False,Kaisei Joushou Hallelujah,Yu-Gi-Oh! GX,JINDOU,9,0.0,0.0,,,,,2005-08-04,CS5Ani,PS Vita,1.0,-9.12,481,5,7,7,9,0,5510,3620,2490,1840,0,5510,3620,2490,1840,0,1001210,1001820,1002590,1002260,0,False,False,False,False,False,1,1,1,29375,0,0,False,1138,song_yugio2
177473198,,1,False,Kizuna no Kiseki,Demon Slayer: Kimetsu no Yaiba,Man with a Mission feat. Milet,9,0.0,0.0,,,,,2023-09-20,Nijiiro,TJA,1.0,0.0,482,2,2,3,5,9,21600,13400,6420,3500,1670,21739,13513,6493,3558,1669,1000400,1000300,1001180,1000100,1001830,False,False,False,False,False,1,1,1,51864,0,177473198,False,,song_177473198
lam,,1,False,Lum no Love Song,Urusei Yatsura,Yuko Matsutani,9,0.0,0.0,,,,,2002-12-12,AC4,iOS,1.0,-6.33,483,4,5,5,9,0,8050,5200,3650,2470,0,8050,5200,3650,2470,0,1000000,1000000,1002200,1002850,0,False,False,False,False,False,1,1,1,5616,0,0,False,1560,song_lam
lupin3,,1,False,Lupin III Theme,Lupin the Third,Pete Mac Jr. & You & Explosion Band,9,0.0,0.0,,,,,2010-07-23,iOS,iOS,1.0,-6.93,484,4,5,7,9,0,10130,7860,4070,2070,0,10130,7860,4060,2070,0,1000740,1000760,1002380,1001880,0,False,False,False,False,False,1,1,1,49552,0,0,False,1524,song_lupin3
odoru,,1,False,Odoru Ponpokorin,Chibi Maruko-chan,B.B.Queens,9,0.0,0.0,,,,,2001-08-06,AC2,Nijiiro,1.0,-5.54,485,1,2,3,4,9,15330,9050,4010,3440,1970,15330,9050,4000,3430,1960,1000450,1000800,1002080,1000620,1002780,False,False,False,False,False,1,1,1,43038,20,0,False,524,song_odoru
osiri2,,1,False,Oshiri no Yama wa Everest,NHK Minna no Uta,UrumaDelvi,9,0.0,0.0,,,,,2012-07-12,3DS1,AC0,1.0,-4.07,486,1,2,4,5,9,8870,5420,3620,2240,1260,8890,5440,3640,2260,1270,1000940,1000760,1002380,1001880,1001440,False,False,False,False,False,1,1,1,40671,0,0,False,1441,song_osiri2
fozeop,,1,False,SWITCH ON!,Kamen Rider Fourze,Anna Tsuchiya,9,0.0,0.0,,,,,2012-03-13,PS2,AC0,1.0,-8.47,487,1,1,3,3,9,19090,12260,5320,4050,2190,18900,12180,5300,4050,2190,1000280,1000460,1000840,1000300,1001760,False,False,False,False,False,1,1,1,39540,0,0,False,4936,song_fozeop
cbebop,exbbop,1,False,Tank!,Cowboy Bebop,The Seatbelts,9,0.0,0.0,,,,,2009-07-14,AC12.5,iOS,1.0,-6.57,488,5,5,7,9,9,12840,11440,3140,1950,1850,12830,11440,3130,1950,1850,1000680,1000240,1002740,1001300,1000100,False,False,False,False,False,1,1,1,15980,0,0,False,1533,song_cbebop
ageta6,,1,False,Tonkatsu DJ Agetarou -Taiko no Tatsujin Mix-,Tonkatsu DJ Agetarou,Daisuke Fujiwara,9,0.0,0.0,,,,,2016-09-14,Red,AC0,1.0,-5.88,489,4,6,7,9,0,6420,3540,1980,1380,0,6420,3540,1980,1380,0,1000300,1002180,1001400,1002000,0,False,False,False,False,False,1,1,1,29367,0,0,False,1356,song_ageta6
neverl,,1,False,Touch off,The Promised Neverland,UVERworld,9,0.0,0.0,,,,,2019-07-25,PS4,PS4,1.0,-7.53,490,4,6,7,9,0,9450,6070,2910,2020,0,9440,6070,2910,2020,0,1000850,1000310,1002320,1000420,0,False,False,False,False,False,1,1,1,64600,20,0,False,878,song_neverl
ultgng,,1,False,Ultraman Ginga no Uta,Ultraman Ginga,"Voyager feat. Chisa, Maria Haruna, Hiroaki Takeuchi",9,0.0,0.0,,,,,2013-12-11,AC0 Momoiro,Nijiiro,1.0,-8.31,491,3,3,6,9,0,6920,4630,2270,1200,0,6920,4630,2260,1200,0,1000540,1000230,1002330,1000200,0,False,False,False,False,False,1,1,1,49437,20,0,False,751,song_ultgng
tnkkaz,,1,False,Voice Of Wind,Weathering with You,RADWIMPS,9,0.0,0.0,,,,,2020-02-13,NS1,NS1,1.0,-8.12,492,4,6,7,9,0,4820,3140,1960,1310,0,4820,3140,1950,1310,0,1001720,1000500,1004720,1000760,0,False,False,False,False,False,1,1,1,63180,0,0,False,1018,song_tnkkaz
pkxyz,,1,False,XY&Z,Pokémon XY&Z,Satoshi (Rica Matsumoto),9,0.0,0.0,,,,,2016-01-28,White,Nijiiro,1.0,-7.47,493,1,2,5,9,0,27450,16110,4330,1820,0,27460,16110,4330,1820,0,1000000,1000010,1000570,1002000,0,False,False,False,False,False,1,1,1,46268,20,0,False,549,song_pkxyz
lmc88,,1,False,88,Hitman Reborn!,LM.C,8,0.0,0.0,,,,,2008-12-11,AC12,AC12,0.71,-8.72,494,3,4,4,8,0,11300,7830,4360,2170,0,11360,29390,4380,14070,0,1000600,1000910,1001780,1002540,0,False,False,False,False,False,1,1,1,45538,0,0,False,1742,song_lmc88
